source_id,tier,publisher,author_or_maintainer,title,url,domain,equipment,configuration,provenance_status,rights_status,retrieval_status,authority_status,scope_status,residual_status,manifest_path
p5-us-naval-ticonderoga-factfile,A,U.S. Navy,U.S. Navy public affairs / Fact Files editorial team,Ticonderoga-class Guided-Missile Cruisers,https://www.navy.mil/Resources/Fact-Files/Display-FactFiles/Article/2166766/ticonderoga-class-guided-missile-cruiser/,naval,Ticonderoga-class (CG-47-CG-73),"U.S. Navy class baseline; dimensions, full-load displacement, LM2500 propulsion, 30+ knot speed, Aegis/SPY-1 systems, VLS/gun/CIWS/torpedo fit. CG-47-CG-51 Mk 26 launcher ships are not represented by the 122-cell leaf baseline.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_navy/p5-us-naval-ticonderoga-factfile/manifest.md
p5-us-naval-ticonderoga-globalsecurity,C,GlobalSecurity.org,"GlobalSecurity.org editorial team; page is a maintained specialist compilation, not a U.S. Navy specification",CG-47 Ticonderoga-class Aegis cruiser,https://www.globalsecurity.org/military/systems/ship/cg-47.htm,naval,Ticonderoga-class guided-missile cruiser,"Public class compilation spanning CG-47 through later CG-73 upgrades; exact SPY-1 baseline, Harpoon retention and CIWS fit are ship/refit dependent.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/globalsecurity/p5-us-naval-ticonderoga-globalsecurity/manifest.md
p5-us-naval-ticonderoga-navaltechnology,B,Verdict Media / Naval Technology,Naval Technology editorial team,Ticonderoga Class Guided Missile Cruiser,https://www.naval-technology.com/projects/ticonderoga-class/,naval,Ticonderoga-class (CG-47-CG-73),"Open-source engineering profile of the class, including dimensions, LM2500/COGAG plant, range, crew and hangar, Aegis sensors, Mk 41 and gun/torpedo armament. Values are class-level and may combine early and late sub-blocks.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/naval_technology/p5-us-naval-ticonderoga-navaltechnology/manifest.md
p5-us-navy-e2d-airpac,A,"U.S. Navy, Commander Naval Air Forces Pacific",,Navy Aircraft: Carrier-Based — E-2D Hawkeye,https://www.airpac.navy.mil/Portals/53/Documents/DVBrief2025.pdf,air,E-2 / E-2D,The brief labels the aircraft family as E-2 Hawkeye and presents the common carrier-based E-2 block; it is used only for the geometry and mass fields that the NAVAIR E-2D page does not publish.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-navy-e2d-airpac/manifest.md
p5-us-navy-e2d-navair,A,Naval Air Systems Command,,E-2D Advanced Hawkeye (AHE),https://www.navair.navy.mil/product/E-2D,air,E-2 / E-2D,E-2D Advanced Hawkeye. The source is variant-specific; dimensions not published on this page are supplied only by the separate official AirPAC technical brief.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-navy-e2d-navair/manifest.md
p5-us-weapon-agm114l-army,A,"U.S. Army, PEO Missiles and Space",Army weapon-systems handbook editorial team,HELLFIRE Family of Missiles / Longbow HELLFIRE (AGM-114L),https://asc.army.mil/docs/wsh2/2018-wsh.pdf,weapon,AGM-114L Longbow HELLFIRE,"Longbow AGM-114L MMW-guided missile; SAL HELLFIRE II, JAGM and other warheads excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-agm114l-army/manifest.md
p5-us-weapon-agm114l-designationsystems,C,Designation Systems,Andreas Parsch / site maintainers; public historical reference,Boeing/Lockheed Martin AGM-114 Hellfire,https://designation-systems.net/dusrm/m-114.html,weapon,AGM-114L Longbow HELLFIRE,"AGM-114L active MMW seeker, M120E1/TX-657 motor, tandem anti-armor warhead and 8 km class envelope; other AGM-114 variants excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/designation_systems/p5-us-weapon-agm114l-designationsystems/manifest.md
p5-us-weapon-agm158c-lockheedmartin,C,Lockheed Martin Missiles and Fire Control,Lockheed Martin Long Range Strike product-information team,Long Range Anti-Ship Missile Fast Facts,https://www.lockheedmartin.com/content/dam/lockheed-martin/mfc/documents/business-area-landing/25-10652_ADSW_LRASM_Fast_Facts.pdf,weapon,AGM-158C LRASM C-1/C-3 family,Fielded LRASM C-1 baseline values; C-3 extended-range software/hardware changes excluded from this leaf,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-weapon-agm158c-lockheedmartin/manifest.md
p5-us-weapon-agm158c-navair,A,"U.S. Navy, Naval Air Systems Command",NAVAIR Precision Strike Weapons public program team,Offensive Anti-Surface Warfare / LRASM (AGM-158C) budget justification,https://www.secnav.navy.mil/fmc/fmb/Documents/25pres/WPN_Book.pdf,weapon,AGM-158C LRASM C-1,"AGM-158C/C-1 air-launched LRASM; C-3 forward-fit development, JASSM-A/B and surface-launch concepts excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_navy/p5-us-weapon-agm158c-navair/manifest.md
p5-us-weapon-agm65d-designationsystems,C,Designation Systems,Joseph F. Baugher / site maintainers; public historical reference,Raytheon (Hughes) AGM-65 Maverick,https://designation-systems.net/dusrm/m-65.html,weapon,AGM-65D Maverick,"AGM-65D dimensions, propulsion, imaging-infrared guidance, WDU-20/B warhead, and greater-than-12-nmi range; later E/F/G/J/K warheads and laser seekers are excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/designation_systems/p5-us-weapon-agm65d-designationsystems/manifest.md
p5-us-weapon-agm65d-usaf,A,U.S. Air Force,USAF public-affairs fact-sheet team,AGM-65 Maverick,http://www.af.mil/information/factsheets/factsheet.asp?id=72,weapon,AGM-65D Maverick,AGM-65D only; contrast-seeker A/B/H and laser-guided E/F/G/H/J/K variants are excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_air_force/p5-us-weapon-agm65d-usaf/manifest.md
p5-us-weapon-aim120d-navair,A,Naval Air Systems Command,,AMRAAM,https://www.navair.navy.mil/product/AMRAAM,weapon,AIM-120 / AIM-120D,AIM-120D reading within the AMRAAM family page. C/D wingspan and D mass are retained as the variant-specific fields the page publishes.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-weapon-aim120d-navair/manifest.md
p5-us-weapon-aim9m-navair,A,"U.S. Navy, Naval Air Systems Command",NAVAIR public product-information team,AIM-9 Sidewinder,https://www.navair.navy.mil/product/AIM-9M-Sidewinder,weapon,AIM-9M Sidewinder,AIM-9M production family; AIM-9X and other post-M variants are excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_navy/p5-us-weapon-aim9m-navair/manifest.md
p5-us-weapon-aim9m-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,AIM-9 Sidewinder,https://en.wikipedia.org/wiki/AIM-9_Sidewinder,weapon,AIM-9M Sidewinder,U.S. AIM-9M air-to-air missile; AIM-9X imaging-array values and non-U.S. derivatives are excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-weapon-aim9m-wikipedia/manifest.md
p5-us-weapon-aim9x-navair,A,Naval Air Systems Command,,AIM-9X Sidewinder,https://www.navair.navy.mil/product/AIM-9X-Sidewinder,weapon,AIM-9 / AIM-9X Block II,"AIM-9X Sidewinder, with Block II datalink/thrust-vectoring context retained where the page states it.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_navy/p5-us-weapon-aim9x-navair/manifest.md
p5-us-weapon-gbu39-boeing,A,Boeing Defense,,Ground-Launched Small Diameter Bomb / GBU-39A/B product card,https://www.boeing.com/content/dam/boeing/boeingdotcom/defense/weapons-weapons/images/GLSDB-Product-Card.pdf,weapon,GBU-39 / GBU-39A/B,Air-launched GBU-39A/B Small Diameter Bomb. The same card also describes the ground-launched GLSDB system; launcher and rocket-stage parameters are excluded from this air-launched leaf.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/boeing/p5-us-weapon-gbu39-boeing/manifest.md
p5-us-weapon-javelin-lockheedmartin,C,Lockheed Martin,Lockheed Martin Missiles and Fire Control product-information team,Javelin Weapon System,https://www.lockheedmartin.com/en-us/products/javelin.html,weapon,FGM-148F Javelin,"FGM-148F missile and current lightweight-CLU employment; older B/C/E/G variants, export software, and vehicle integration kits are excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-weapon-javelin-lockheedmartin/manifest.md
p5-us-weapon-javelin-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,FGM-148 Javelin,https://en.wikipedia.org/wiki/FGM-148_Javelin,weapon,FGM-148F Javelin,"U.S. FGM-148F missile in launch tube with original or lightweight CLU; vehicle range is recorded separately, and older warhead variants are excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-us-weapon-javelin-wikipedia/manifest.md
p5-us-weapon-m240b-cpe,A,U.S. Army Combat and Product Engineering Ground,,M240B/L/H 7.62mm Medium Machine Gun portfolio,https://cpeground.army.mil/Equipment/Equipment-Portfolio/PM-SL-Portfolio/M240B-L-H-Medium-Machine-Gun/,weapon,M240B,"Ground M240B with collapsible stock, bipod and rails; M240H aviation and M240L lightweight variants are excluded.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-m240b-cpe/manifest.md
p5-us-weapon-m249-cpe,A,U.S. Army Combat and Product Engineering Ground,,M249 5.56mm Squad Automatic Weapon portfolio,https://cpeground.army.mil/Equipment/Equipment-Portfolio/PM-SL-Portfolio/M249-Squad-Automatic-Weapon/,weapon,M249 Squad Automatic Weapon,Standard M249 with collapsible-stock and short-barrel alternatives kept separate from the standard row.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-m249-cpe/manifest.md
p5-us-weapon-m249-odin,B,U.S. Army TRADOC G-2 Threats Integration / ODIN,,M249 Squad Automatic Weapon,https://odin.t2com.army.mil/WEG/Asset/M249_Squad_Automatic_Weapon,weapon,M249 Squad Automatic Weapon,Standard M249/SAW context; Mk 46/Mk 48 variant blocks are not merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/odin/p5-us-weapon-m249-odin/manifest.md
p5-us-weapon-m2a1-cpe,A,U.S. Army Combat and Product Engineering Ground,,M2/M2A1 .50 Caliber Machine Gun portfolio,https://cpeground.army.mil/Equipment/Equipment-Portfolio/PM-MBCT-Lethality-Portfolio/M2-M2A1-50-Caliber-Machine-Gun/,weapon,M2A1 .50-calibre machine gun,M2A1 receiver and barrel with flash hider and carrying handle; legacy M2 values are retained as a named alternate.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-m2a1-cpe/manifest.md
p5-us-weapon-m4a1-cpe,A,U.S. Army Combat and Product Engineering Ground,,M4A1 Carbine equipment portfolio,https://cpeground.army.mil/Equipment/Equipment-Portfolio/PM-SL-Portfolio/M4A1-Carbine/,weapon,M4A1 Carbine,U.S. Army M4A1 carbine; M4 burst-fire and M16 rifle values are not merged.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-m4a1-cpe/manifest.md
p5-us-weapon-mk19-cpe,A,U.S. Army Combat and Product Engineering Ground,,MK19 Grenade Machine Gun portfolio,https://cpeground.army.mil/Equipment/Equipment-Portfolio/PM-SL-Portfolio/MK19-Grenade-Machine-Gun/,weapon,Mk 19 Mod 3,Mk 19 weapon without mount or tripod; mounting systems are not folded into weapon mass.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-mk19-cpe/manifest.md
p5-us-weapon-patriotpac3-lockheedmartin,C,Lockheed Martin Missiles and Fire Control,Lockheed Martin Integrated Air and Missile Defense product-information team,PAC-3 MSE partner technical overview / media kit,https://www.lockheedmartin.com/content/dam/lockheed-martin/mfc/documents/pac-3/24-09790-iamd-pac-3-mse-partner-ppt--updates_r2.pdf,weapon,PAC-3 MSE interceptor,"PAC-3 MSE with two-pulse solid motor, active Ka-band seeker, RF data link, attitude-control motors and lethality enhancer; PAC-3 CRI and ACE excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/lockheed_martin/p5-us-weapon-patriotpac3-lockheedmartin/manifest.md
p5-us-weapon-patriotpac3-mda,A,U.S. Missile Defense Agency,MDA public affairs / fact-sheet team,PATRIOT Advanced Capability-3 (PAC-3),https://www.mda.mil/system/pac_3.html,weapon,PAC-3 Missile Segment Enhancement (MSE),"PAC-3 MSE hit-to-kill interceptor integrated with Patriot; PAC-2 GEM-T, PAC-3 CRI and PAC-3 ACE excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/missile_defense_agency/p5-us-weapon-patriotpac3-mda/manifest.md
p5-us-weapon-tow2b-army,A,U.S. Army Redstone Arsenal,Army historical information editorial staff,TOW Missile System historical information,https://history.redstone.army.mil/miss-tow.html,weapon,BGM-71F TOW 2B,BGM-71F TOW 2B flyover-shoot-down missile; TOW 2A and later RF/wireless variants excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/us_army/p5-us-weapon-tow2b-army/manifest.md
p5-us-weapon-tow2b-designationsystems,C,Designation Systems,Andreas Parsch / site maintainers; public historical reference,Raytheon BGM-71 TOW,https://www.designation-systems.net/dusrm/m-71.html,weapon,BGM-71F TOW 2B / TOW 2B Aero,BGM-71F dual-EFP TOW 2B; Aero 4.5 km wire-range bound; direct TOW 2A and wireless derivatives excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/designation_systems/p5-us-weapon-tow2b-designationsystems/manifest.md
p5-usmc-air-kc130j-avplan2019,A,U.S. Marine Corps Aviation,,2019 Aviation Plan — KC-130J/T Hercules (VMGR) plan,https://www.aviation.marines.mil/Portals/11/2019%20AvPlan.pdf,air,KC-130J,"USMC KC-130J/T plan; the KC-130J column is used, and KC-130T values are excluded.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/us_marine_corps/p5-usmc-air-kc130j-avplan2019/manifest.md
p5-usmc-ground-m1252-rms6l-mctp301d,A,United States Marine Corps,Marine Corps doctrinal publications editorial team,"MCTP 3-01D, Tactical Employment of Mortars",https://www.marines.mil/Portals/1/Publications/MCTP%203-01D.pdf?ver=2019-10-31-084723-267,ground,Stryker / M1252 MCVV RMS6-L weapon fit,"The table identifies the RMS6-L as the 120 mm carrier system for both Stryker M1129A1 MCV and Stryker M1252 MCVV; the 6570 m maximum is an approximate HE mortar-system range, not vehicle mobility.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/usmc/p5-usmc-ground-m1252-rms6l-mctp301d/manifest.md
